round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
7993,0,2.13,-182.5,120.85,0,0,1,4,0
7994,2,2.14,-29.8,120.65,2,0,1,18,0
7995,3,2.15,378.9,122.08,3,0,1,24,0
7996,3,2.13,65.7,121.63,3,0,1,8,0
7997,6,2.15,430.8,122.15,1,1,0,26,1
7998,8,2.19,509.5,124.43,3,1,1,20,0
7999,4,2.19,241.1,124.14,4,0,0,16,0
8000,1,2.2,5.4,124.66,1,0,1,9,0
8001,1,2.21,45.5,125.6,1,1,1,9,0
8002,3,2.19,208.0,124.15,3,0,0,11,0
8003,5,2.21,365.4,125.73,0,1,0,11,1
8004,1,2.16,122.2,125.46,1,0,0,15,0
8005,8,2.19,374.2,126.42,3,1,1,22,0
8006,2,2.19,339.8,127.67,2,0,0,20,0
8007,5,2.21,228.9,128.86,5,0,1,14,0
8008,2,2.22,51.5,129.93,2,0,1,15,0
8009,3,2.23,101.5,129.8,3,0,1,14,0
8010,3,2.25,189.3,131.48,3,0,0,12,0
8011,0,2.25,-66.3,131.02,0,0,1,11,0
8012,0,2.24,11.5,130.32,0,0,0,11,0
8013,0,2.24,19.5,130.43,0,0,1,16,0
8014,0,2.24,-41.5,130.45,0,0,1,12,0
8015,1,2.23,427.1,132.31,1,0,0,18,1
8016,5,2.25,310.8,133.12,0,1,1,21,0
8017,3,2.27,375.8,135.41,3,0,0,18,1
8018,2,2.26,123.1,134.59,2,0,0,10,0
8019,1,2.25,-5.2,134.96,1,0,0,6,0
8020,0,2.25,-137.9,134.28,0,0,1,5,0
8021,3,2.27,250.9,134.76,3,1,1,11,0
8022,7,2.29,375.8,135.72,2,1,1,22,0
8023,1,2.29,-72.0,134.39,1,0,0,11,0
8024,6,2.28,365.9,134.76,1,1,0,24,1
8025,4,2.29,497.2,137.09,4,0,0,20,1
8026,2,2.29,333.8,136.92,2,0,0,13,1
8027,1,2.28,-12.9,136.75,1,0,1,14,0
8028,4,2.3,326.4,138.5,4,0,0,13,0
8029,2,2.31,173.0,138.98,2,0,0,10,1
8030,2,2.31,68.7,138.67,2,0,1,16,0
8031,0,2.3,-61.9,137.31,0,0,1,7,0
8032,8,2.33,357.1,139.65,3,1,1,14,0
8033,1,2.33,187.1,138.99,1,0,0,20,0
8034,2,2.33,165.5,139.0,2,0,0,12,0
8035,1,2.29,161.3,137.9,1,0,0,16,0
8036,11,2.34,163.8,138.56,1,2,0,19,1
8037,2,2.34,9.4,137.46,2,0,1,9,0
8038,3,2.35,102.3,137.01,3,0,0,15,0
8039,2,2.33,525.6,138.94,2,0,0,21,1
8040,2,2.33,205.7,138.61,2,0,0,9,0
8041,3,2.33,246.5,138.92,3,0,1,19,0
8042,1,2.33,198.3,139.23,1,0,1,25,0
8043,0,2.31,66.9,138.74,0,0,1,19,0
8044,2,2.29,229.8,138.14,2,0,1,10,0
8045,0,2.27,-9.7,137.13,0,0,0,9,0
8046,1,2.28,14.4,137.98,1,0,0,10,0
8047,1,2.25,-6.7,136.89,1,0,1,8,0
8048,3,2.23,442.5,137.14,3,0,0,22,1
8049,1,2.23,154.3,137.1,1,0,0,19,0
8050,1,2.21,98.6,136.88,1,0,0,12,0
8051,3,2.21,393.7,138.97,3,0,0,8,0
8052,1,2.22,103.9,140.13,1,0,0,14,0
8053,8,2.25,220.2,140.4,3,1,0,16,1
8054,2,2.25,44.2,140.61,2,0,1,17,0
8055,2,2.26,63.9,140.48,2,0,0,6,0
8056,1,2.25,190.7,140.8,1,0,0,19,0
8057,2,2.21,505.9,140.89,2,0,0,27,1
8058,1,2.21,9.0,140.23,1,0,1,15,0
8059,1,2.21,55.0,139.46,1,0,1,9,0
8060,2,2.21,140.4,139.04,2,0,0,15,0
8061,1,2.21,-6.7,138.93,1,0,1,12,0
8062,1,2.21,241.2,140.02,1,0,0,34,1
8063,1,2.21,14.1,140.8,1,0,0,8,1
8064,1,2.21,54.8,140.64,1,0,1,11,0
8065,2,2.22,190.1,142.28,2,0,0,12,0
8066,1,2.23,-70.3,142.22,1,0,1,5,0
8067,1,2.22,201.4,141.47,1,0,1,18,0
8068,2,2.2,-27.7,140.14,2,0,0,9,0
8069,1,2.2,243.6,140.04,1,0,0,16,0
8070,2,2.21,75.0,140.57,2,0,0,9,0
8071,2,2.21,178.5,141.05,2,0,0,9,0
8072,2,2.21,229.5,142.37,2,0,1,9,0
8073,9,2.25,421.9,145.14,4,1,0,32,1
8074,1,2.25,210.4,147.04,1,0,0,10,1
8075,0,2.24,18.9,146.68,0,0,0,8,0
8076,3,2.25,131.8,146.67,3,0,1,15,0
8077,2,2.25,217.1,147.74,2,0,1,19,0
8078,2,2.25,95.5,147.59,2,0,0,13,0
8079,2,2.25,451.9,149.26,2,0,0,18,1
8080,2,2.25,293.1,151.08,2,0,0,14,0
8081,1,2.25,-0.3,151.05,1,0,0,11,0
8082,7,2.27,321.5,152.4,2,1,0,15,0
8083,1,2.27,215.4,152.23,1,0,0,11,0
8084,0,2.26,124.4,150.9,0,0,0,14,0
8085,2,2.27,96.0,151.2,2,0,0,13,0
8086,6,2.29,469.3,153.7,6,0,0,29,1
8087,1,2.29,5.9,152.46,1,0,0,9,0
8088,1,2.25,300.0,152.18,1,0,0,15,1
8089,1,2.25,12.4,151.93,1,0,0,9,0
8090,0,2.25,-31.2,151.4,0,0,1,9,0
8091,1,2.25,87.7,151.59,1,0,0,9,0
8092,2,2.26,73.1,151.88,2,0,1,10,0
8093,1,2.26,40.9,150.92,1,0,1,15,0
8094,5,2.28,375.0,151.11,5,0,0,19,0
8095,2,2.29,68.0,151.96,2,0,1,13,0
8096,2,2.29,183.1,152.7,2,0,1,13,0
8097,0,2.29,-0.9,151.94,0,0,0,8,0
8098,10,2.33,676.5,154.38,5,1,0,21,1
8099,0,2.32,-117.6,152.89,0,0,1,11,0
8100,2,2.32,-3.0,150.82,2,0,1,5,0
8101,1,2.33,79.1,149.99,1,0,0,8,0
8102,7,2.35,504.7,152.41,2,1,0,18,1
8103,0,2.35,45.8,152.69,0,0,0,11,0
8104,0,2.35,-102.5,151.51,0,0,0,4,0
8105,2,2.35,39.7,151.62,2,0,1,12,0
8106,8,2.39,397.7,154.54,3,1,0,41,1
8107,1,2.38,13.1,153.66,1,0,1,12,0
8108,2,2.38,351.3,153.61,2,0,0,17,1
8109,2,2.38,338.3,153.68,2,0,0,14,0
8110,0,2.38,-2.0,152.91,0,0,1,13,0
8111,1,2.35,-67.1,150.96,1,0,0,8,0
8112,1,2.34,326.0,151.59,1,0,0,20,1
8113,2,2.35,317.5,153.52,2,0,0,11,0
8114,5,2.35,140.4,153.13,0,1,0,7,0
8115,1,2.35,45.8,153.17,1,0,1,6,0
8116,0,2.35,-105.3,152.8,0,0,1,6,0
8117,1,2.34,71.1,152.77,1,0,1,15,0
8118,0,2.31,-84.5,151.35,0,0,1,10,0
8119,1,2.3,29.7,150.28,1,0,0,9,0
8120,4,2.31,679.8,154.18,4,0,0,11,1
8121,3,2.32,248.4,154.76,3,0,1,18,0
8122,13,2.37,702.2,157.08,8,1,1,23,0
8123,2,2.38,109.4,157.01,2,0,1,12,0
8124,6,2.4,208.9,157.92,1,1,0,13,0
8125,7,2.42,438.7,159.1,2,1,0,21,1
8126,3,2.44,209.6,159.54,3,0,0,9,0
8127,1,2.42,-125.3,157.43,1,0,1,5,0
8128,3,2.44,158.0,158.16,3,0,0,12,0
8129,3,2.44,262.8,159.13,3,0,0,15,1
8130,7,2.48,445.0,160.53,2,1,0,16,0
8131,1,2.48,119.3,161.35,1,0,0,14,0
8132,2,2.48,166.2,161.1,2,0,0,17,0
8133,1,2.48,256.2,161.12,1,0,0,17,0
8134,0,2.45,30.3,160.69,0,0,0,5,0
8135,0,2.44,6.0,159.41,0,0,1,12,0
8136,5,2.42,78.5,158.04,0,1,0,12,0
8137,2,2.4,198.9,157.88,2,0,0,14,0
8138,0,2.38,-62.5,157.57,0,0,1,18,0
8139,2,2.4,89.0,157.88,2,0,1,14,0
8140,0,2.38,80.1,157.79,0,0,0,15,0
8141,1,2.39,250.2,158.42,1,0,0,13,0
8142,2,2.4,-222.8,156.67,2,0,1,13,0
8143,0,2.39,64.1,157.02,0,0,0,9,0
8144,2,2.4,149.0,158.68,2,0,0,16,0
8145,3,2.38,35.9,157.63,3,0,0,8,0
8146,1,2.37,-7.4,155.51,1,0,1,8,0
8147,0,2.36,-18.5,154.11,0,0,1,10,0
8148,4,2.35,279.0,153.91,4,0,0,17,0
8149,0,2.33,-0.5,153.48,0,0,0,10,0
8150,0,2.33,157.4,153.65,0,0,1,16,0
8151,1,2.33,-7.2,153.68,1,0,1,11,0
8152,2,2.33,147.0,155.4,2,0,1,9,0
8153,1,2.33,139.0,155.8,1,0,0,18,0
8154,1,2.33,113.5,154.98,1,0,0,11,0
8155,1,2.33,103.8,154.95,1,0,0,14,0
8156,0,2.31,-89.7,154.38,0,0,1,8,0
8157,4,2.33,350.5,155.9,4,0,0,17,1
8158,1,2.29,172.4,155.17,1,0,0,15,0
8159,3,2.29,345.7,156.98,3,0,0,20,0
8160,1,2.29,28.7,156.67,1,0,1,10,0
8161,1,2.29,105.7,158.41,1,0,0,14,0
8162,3,2.29,306.4,158.58,3,0,1,24,0
8163,2,2.3,76.5,159.16,2,0,1,11,0
8164,3,2.31,210.2,160.28,3,0,0,9,0
8165,0,2.29,115.4,159.67,0,0,1,18,0
8166,7,2.31,503.6,160.24,2,1,0,17,1
8167,1,2.29,288.8,160.61,1,0,0,15,0
8168,2,2.29,125.0,160.71,2,0,1,17,0
8169,5,2.31,138.6,160.13,0,1,1,20,0
8170,8,2.34,595.7,163.0,3,1,0,24,1
8171,1,2.34,69.1,161.68,1,0,0,10,0
8172,0,2.34,-197.3,160.32,0,0,0,26,1
8173,0,2.33,-28.2,159.77,0,0,1,14,0
8174,14,2.4,676.2,162.44,4,2,0,17,1
8175,0,2.38,102.6,162.45,0,0,1,17,0
8176,6,2.41,324.8,162.3,1,1,0,14,0
8177,8,2.44,535.0,165.25,3,1,0,20,1
8178,1,2.44,-7.9,165.01,1,0,1,13,0
8179,0,2.44,-147.8,163.38,0,0,1,6,0
8180,2,2.44,187.1,161.74,2,0,0,12,0
8181,0,2.42,213.2,161.65,0,0,0,17,1
8182,0,2.41,118.3,161.46,0,0,0,7,0
8183,1,2.38,-35.6,159.69,1,0,0,6,0
8184,3,2.37,517.8,161.83,3,0,0,18,1
8185,5,2.38,74.9,161.92,0,1,0,11,0
8186,2,2.37,107.6,161.43,2,0,0,13,0
8187,0,2.33,-157.4,159.21,0,0,1,9,0
8188,1,2.32,480.8,160.03,1,0,0,17,1
8189,1,2.31,187.5,160.84,1,0,0,14,0
8190,3,2.33,402.1,162.56,3,0,0,20,1
8191,4,2.34,363.3,164.22,4,0,0,25,1
8192,5,2.36,194.7,164.41,5,0,0,11,0
8193,1,2.37,19.1,165.42,1,0,0,7,0
8194,1,2.36,185.8,166.5,1,0,0,13,0
8195,1,2.35,251.5,165.86,1,0,0,20,0
8196,0,2.33,50.5,165.78,0,0,0,8,0
8197,2,2.31,160.7,164.43,2,0,0,14,0
8198,1,2.28,94.9,162.36,1,0,1,13,0
8199,1,2.27,73.7,161.52,1,0,1,16,0
8200,1,2.27,200.4,162.5,1,0,0,11,0
8201,0,2.26,153.1,163.04,0,0,0,14,0
8202,0,2.25,-39.7,161.8,0,0,1,7,0
8203,7,2.25,410.0,162.02,2,1,0,13,1
8204,1,2.25,-250.8,160.16,1,0,0,11,0
8205,0,2.21,-39.4,158.09,0,0,0,3,0
8206,2,2.21,211.9,157.45,2,0,0,13,0
8207,5,2.21,116.4,156.89,0,1,0,13,0
8208,5,2.23,551.7,159.39,5,0,0,25,0
8209,3,2.23,406.0,160.91,3,0,0,17,1
8210,1,2.22,113.0,160.53,1,0,0,15,0
8211,1,2.23,89.5,161.31,1,0,0,11,0
8212,3,2.24,328.5,162.89,3,0,0,22,0
8213,2,2.25,77.2,163.18,2,0,0,10,0
8214,0,2.25,169.7,164.24,0,0,0,18,0
8215,3,2.26,130.7,162.75,3,0,1,12,0
8216,3,2.25,264.8,162.52,3,0,0,21,1
8217,4,2.25,467.9,162.98,4,0,0,24,0
8218,2,2.25,94.4,162.84,2,0,0,15,0
8219,4,2.27,335.3,164.54,4,0,0,10,0
8220,1,2.27,110.0,165.78,1,0,1,16,0
8221,1,2.27,314.6,166.1,1,0,0,17,0
8222,2,2.24,52.6,164.49,2,0,1,12,0
8223,2,2.25,250.4,166.1,2,0,0,16,0
8224,3,2.23,267.7,165.61,3,0,0,16,0
8225,2,2.22,110.3,163.67,2,0,0,8,0
8226,1,2.21,-26.0,161.87,1,0,1,7,0
8227,2,2.22,175.7,162.82,2,0,0,8,0
8228,4,2.22,110.5,161.74,4,0,1,10,0
8229,1,2.21,148.5,161.61,1,0,0,14,0
8230,5,2.23,431.1,163.43,0,1,0,17,1
8231,4,2.25,314.1,165.31,4,0,1,24,0
8232,10,2.26,519.4,166.12,5,1,0,24,0
8233,2,2.27,122.6,165.8,2,0,0,17,0
8234,0,2.25,-13.4,164.9,0,0,0,7,0
8235,1,2.25,167.6,164.93,1,0,0,22,0
8236,1,2.21,200.3,165.11,1,0,0,17,0
8237,1,2.2,171.5,165.93,1,0,0,14,0
8238,2,2.19,199.7,166.41,2,0,0,18,0
8239,2,2.19,309.1,165.33,2,0,0,20,0
8240,0,2.19,-78.3,163.91,0,0,1,5,0
8241,2,2.18,404.3,164.7,2,0,0,20,1
8242,2,2.19,78.5,164.1,2,0,0,12,0
8243,2,2.19,283.9,165.18,2,0,0,17,0
8244,3,2.2,258.0,165.33,3,0,0,22,1
8245,3,2.21,338.3,167.07,3,0,0,16,0
8246,1,2.21,85.7,167.42,1,0,0,13,0
8247,5,2.23,187.5,168.39,0,1,1,17,0
8248,2,2.23,503.5,168.7,2,0,0,25,1
8249,3,2.24,157.2,168.71,3,0,1,10,0
8250,3,2.25,243.8,169.44,3,0,1,17,0
8251,2,2.25,35.0,167.65,2,0,1,9,0
8252,0,2.24,-9.0,167.08,0,0,0,8,0
8253,3,2.21,144.2,166.7,3,0,0,9,0
8254,0,2.21,-129.5,165.83,0,0,1,7,0
8255,2,2.21,171.0,166.37,2,0,0,16,0
8256,2,2.21,124.9,166.04,2,0,0,15,0
8257,4,2.22,382.0,165.42,4,0,0,22,0
8258,2,2.23,135.1,166.05,2,0,0,13,1
8259,0,2.22,10.5,165.83,0,0,1,19,0
8260,1,2.21,127.1,165.76,1,0,0,5,0
8261,2,2.22,239.0,166.99,2,0,0,24,0
8262,0,2.21,23.6,165.9,0,1,1,7,0
8263,4,2.23,330.0,167.48,4,0,1,25,0
8264,3,2.24,184.0,168.13,3,0,1,17,0
8265,2,2.24,46.3,167.41,2,0,1,12,0
8266,1,2.24,-146.1,167.03,1,0,0,7,0
8267,0,2.23,219.7,167.12,0,0,0,19,1
8268,2,2.23,179.8,168.16,2,0,0,13,0
8269,1,2.23,222.6,168.05,1,0,0,14,0
8270,1,2.23,69.3,168.02,1,0,0,9,0
8271,3,2.23,146.6,167.86,3,0,0,6,0
8272,3,2.24,105.1,167.24,3,0,1,10,0
8273,1,2.2,174.4,166.01,1,0,0,12,0
8274,4,2.21,439.7,167.15,4,0,0,21,1
8275,1,2.22,121.5,167.66,1,0,0,19,0
8276,0,2.21,-15.1,166.93,0,0,1,10,0
8277,10,2.25,552.1,168.61,0,2,0,26,1
8278,0,2.23,-42.3,167.92,0,0,1,4,0
8279,0,2.23,-80.7,165.25,0,0,1,8,0
8280,4,2.23,291.2,165.24,4,0,0,14,0
8281,2,2.24,78.3,165.64,2,0,1,8,0
8282,2,2.21,168.9,164.87,2,0,0,12,0
8283,2,2.22,276.7,165.18,2,0,0,18,0
8284,3,2.23,407.5,166.6,3,0,0,23,0
8285,2,2.23,347.1,167.85,2,0,0,20,0
8286,1,2.21,-70.9,165.15,1,0,1,5,0
8287,2,2.21,103.5,165.64,2,0,0,8,0
8288,3,2.23,160.3,164.94,3,0,1,12,0
8289,3,2.23,45.2,165.1,3,0,1,10,0
8290,1,2.24,-1.0,165.25,1,0,1,10,0
8291,5,2.26,78.5,165.21,0,1,0,8,0
8292,0,2.25,-128.7,164.2,0,0,0,6,0
8293,3,2.26,364.5,165.82,3,0,0,14,1
8294,6,2.27,274.6,165.32,1,1,0,17,0
8295,2,2.27,248.8,166.22,2,0,0,20,0
8296,2,2.27,-73.4,164.94,2,0,1,13,0
8297,2,2.27,70.0,165.29,2,0,1,9,0
8298,3,2.24,277.8,163.3,3,0,0,18,0
8299,2,2.25,81.2,164.29,2,0,1,10,0
8300,0,2.24,-55.2,164.03,0,0,1,9,0
8301,0,2.23,115.7,164.21,0,0,0,20,0
8302,2,2.21,78.8,162.08,2,0,1,16,0
8303,0,2.21,-150.1,161.11,0,0,1,4,0
8304,1,2.21,128.9,162.26,1,0,0,13,0
8305,2,2.21,192.1,163.02,2,0,0,13,0
8306,1,2.18,109.2,161.58,1,0,0,13,0
8307,0,2.17,-57.6,161.23,0,0,1,5,0
8308,1,2.17,272.9,160.84,1,0,0,19,0
8309,2,2.17,351.4,160.9,2,0,0,25,1
8310,2,2.18,371.9,162.77,2,0,0,14,0
8311,2,2.19,314.3,164.68,2,0,0,21,0
8312,3,2.19,319.1,164.64,3,0,0,18,1
8313,0,2.19,87.4,163.49,0,0,0,8,0
8314,2,2.17,186.7,163.72,2,0,1,14,0
8315,1,2.17,181.3,164.4,1,0,0,22,0
8316,2,2.18,118.7,165.52,2,0,1,15,0
8317,0,2.17,-40.4,164.97,0,0,1,10,0
8318,8,2.21,248.3,166.63,3,1,1,11,0
8319,4,2.23,410.1,168.53,4,0,0,18,1
8320,2,2.22,238.5,166.32,2,0,0,12,0
8321,0,2.21,5.9,165.11,0,0,0,4,0
8322,1,2.15,-141.6,160.89,1,0,1,6,0
8323,0,2.13,-161.9,159.54,0,0,0,6,0
8324,2,2.12,302.1,160.0,2,0,1,18,0
8325,1,2.08,101.7,158.32,1,0,0,11,0
8326,1,2.08,57.2,157.56,1,0,0,14,0
8327,0,2.07,12.3,158.24,0,0,1,15,0
8328,1,2.06,-74.3,157.08,1,0,0,26,1
8329,5,2.07,267.4,157.1,5,0,1,31,0
8330,0,2.04,147.1,155.62,0,0,0,12,0
8331,3,2.04,220.7,156.12,3,0,1,20,0
8332,3,2.05,202.9,156.31,3,0,0,12,0
8333,4,2.06,263.6,156.34,4,0,1,14,0
8334,3,2.08,144.0,156.91,3,0,1,18,0
8335,2,2.09,97.6,157.37,2,0,1,12,0
8336,4,2.08,24.5,157.1,4,0,0,10,1
8337,0,2.08,207.5,157.14,0,0,0,23,0
8338,2,2.08,452.0,159.71,2,0,0,32,1
8339,0,2.08,0.8,159.27,0,0,0,11,0
8340,3,2.09,136.8,159.56,3,0,0,10,0
8341,1,2.09,118.1,158.9,1,0,0,11,0
8342,1,2.08,-29.3,159.86,1,0,1,10,0
8343,1,2.09,107.9,160.08,1,0,1,12,0
8344,1,2.08,-51.7,159.08,1,0,1,7,0
8345,1,2.08,153.1,159.67,1,0,0,17,0
8346,6,2.1,122.4,160.31,1,1,0,18,1
8347,4,2.12,563.2,163.22,4,0,0,17,1
8348,7,2.13,189.5,162.78,2,1,1,14,0
8349,2,2.15,224.2,163.9,2,0,0,14,0
8350,5,2.17,155.8,163.89,0,1,1,14,0
8351,4,2.19,244.9,165.15,4,0,0,23,0
8352,2,2.19,63.0,164.73,2,0,1,8,0
8353,0,2.18,-4.9,164.01,0,0,0,5,0
8354,6,2.21,82.4,163.86,1,1,0,13,0
8355,0,2.2,417.6,165.43,0,0,0,11,1
8356,16,2.28,739.4,169.57,6,2,0,41,1
8357,2,2.27,32.5,167.98,2,0,0,5,0
8358,4,2.29,129.2,167.77,4,0,1,15,0
8359,8,2.31,53.2,166.3,3,1,0,12,1
8360,3,2.32,238.6,167.35,3,0,1,14,0
8361,2,2.33,92.7,167.29,2,0,1,12,0
8362,4,2.33,215.6,166.83,4,0,1,10,0
8363,6,2.35,151.9,167.21,1,1,0,29,1
8364,1,2.34,93.7,166.63,1,0,1,16,0
8365,2,2.35,92.1,166.51,2,0,0,7,0
8366,0,2.31,-151.9,163.23,0,0,0,2,0
8367,3,2.33,106.3,162.32,3,0,1,11,0
8368,1,2.32,58.4,161.99,1,0,1,10,0
8369,3,2.31,197.0,162.28,3,0,0,11,0
8370,0,2.27,-6.5,159.27,0,0,1,7,0
8371,2,2.27,297.1,160.41,2,0,0,17,0
8372,1,2.28,44.7,161.62,1,0,1,13,0
8373,1,2.29,138.2,162.45,1,0,0,12,0
8374,3,2.23,305.9,160.6,3,0,0,30,0
8375,2,2.24,136.3,160.77,2,0,0,11,0
8376,2,2.22,-6.6,159.11,2,0,1,6,0
8377,9,2.23,268.4,157.78,4,1,0,21,0
8378,0,2.22,251.3,159.07,0,0,0,21,0
8379,0,2.22,76.2,160.19,0,0,0,10,0
8380,1,2.21,275.5,160.64,1,0,0,13,1
8381,1,2.22,135.1,160.25,1,0,0,7,0
8382,1,2.23,221.0,160.76,1,0,1,24,0
8383,4,2.24,301.1,162.44,4,0,0,12,0
8384,2,2.23,105.3,160.38,2,0,1,17,0
8385,9,2.25,397.5,161.99,4,1,1,17,0
8386,1,2.25,108.3,162.0,1,0,0,15,0
8387,4,2.27,447.0,165.02,4,0,0,18,0
8388,7,2.3,318.8,164.21,2,1,0,13,0
8389,1,2.3,207.5,164.31,1,0,0,18,0
8390,2,2.29,199.6,163.3,2,0,0,15,0
8391,0,2.27,-36.1,161.3,0,0,1,12,0
8392,1,2.25,201.9,161.34,1,0,0,15,0
8393,2,2.26,106.5,161.77,2,0,0,11,0
8394,2,2.27,17.9,160.93,2,0,1,15,0
8395,7,2.29,193.6,160.64,2,1,1,11,0
8396,0,2.29,55.2,160.67,0,0,0,13,0
8397,2,2.29,259.0,161.16,2,0,1,9,0
8398,4,2.31,438.8,162.88,4,0,0,21,1
8399,5,2.33,512.9,165.07,5,0,0,22,0
8400,6,2.35,243.6,165.29,1,1,0,18,0
8401,0,2.35,22.7,164.64,0,0,0,8,0
8402,0,2.35,-54.9,164.56,0,0,0,5,0
8403,0,2.32,28.7,162.66,0,0,1,19,0
8404,1,2.32,333.6,165.58,1,0,0,30,0
8405,2,2.33,147.0,166.51,2,0,1,14,0
8406,0,2.32,-22.1,165.34,0,0,1,15,0
8407,5,2.32,179.2,165.65,0,1,0,14,0
8408,0,2.29,20.6,163.0,0,0,0,10,1
8409,1,2.29,54.4,161.24,1,0,1,16,0
8410,1,2.29,161.1,161.48,1,0,0,19,0
8411,2,2.29,51.0,161.29,2,0,0,11,0
8412,0,2.27,47.9,159.88,0,0,0,10,0
8413,1,2.27,86.5,159.93,1,0,1,11,0
8414,2,2.28,87.7,159.52,2,0,0,16,0
8415,0,2.27,-57.6,158.58,0,0,1,8,0
8416,1,2.25,23.5,157.37,1,0,0,1,0
8417,0,2.23,18.0,155.12,0,0,0,9,0
8418,7,2.26,120.8,155.26,2,1,0,22,1
8419,2,2.25,161.5,154.39,2,0,0,11,0
8420,1,2.25,71.6,154.19,1,0,0,8,0
8421,1,2.25,240.2,153.82,1,0,0,22,1
8422,1,2.25,73.7,153.93,1,0,0,8,0
8423,2,2.25,-54.5,152.4,2,0,1,16,0
8424,2,2.24,205.8,152.09,2,0,1,16,0
8425,1,2.23,146.1,152.27,1,0,0,15,0
8426,2,2.24,164.4,153.23,2,0,0,12,0
8427,0,2.23,-30.1,152.2,0,0,1,10,0
8428,2,2.22,-30.4,151.49,2,0,0,12,1
8429,3,2.23,260.7,152.05,3,0,1,23,0
8430,2,2.21,216.0,150.98,2,0,0,17,0
8431,2,2.21,149.7,150.16,2,0,1,15,0
8432,6,2.19,388.2,149.5,1,1,0,18,0
8433,5,2.2,84.1,149.31,0,1,1,5,0
8434,1,2.21,140.0,150.07,1,0,0,16,0
8435,2,2.21,66.6,149.57,2,0,0,23,0
8436,8,2.25,348.0,150.31,3,1,0,18,0
8437,2,2.25,152.4,150.21,2,0,1,13,0
8438,1,2.25,204.7,150.24,1,0,0,18,0
8439,3,2.25,437.9,150.88,3,0,0,16,1
8440,1,2.25,91.9,151.73,1,0,1,17,0
8441,6,2.27,199.0,150.71,1,1,1,20,0
8442,2,2.27,130.2,150.96,2,0,0,14,0
8443,1,2.27,433.4,151.71,1,0,0,23,1
8444,3,2.27,-1.3,150.41,3,0,0,23,1
8445,1,2.26,-19.5,148.63,1,0,1,7,0
8446,3,2.27,292.5,149.66,3,0,1,16,0
8447,7,2.28,584.7,151.65,2,1,0,19,1
8448,3,2.29,430.8,151.28,3,0,0,16,1
8449,2,2.28,63.5,150.81,2,0,1,14,0
8450,2,2.27,142.8,150.31,2,0,1,18,0
8451,4,2.29,397.1,152.12,4,0,0,8,1
8452,0,2.29,-14.3,152.09,0,0,0,7,0
8453,8,2.31,525.6,154.0,3,1,0,17,1
8454,2,2.32,58.5,154.94,2,0,0,12,0
8455,0,2.31,-10.1,154.03,0,0,0,16,0
8456,0,2.3,-51.9,153.15,0,0,1,8,0
8457,1,2.29,-14.0,151.17,1,0,1,9,0
8458,2,2.29,282.1,151.91,2,0,0,14,0
8459,4,2.31,209.0,152.9,4,0,0,8,0
8460,0,2.3,-2.8,152.25,0,0,0,9,0
8461,2,2.3,40.0,151.25,2,0,0,8,0
8462,3,2.31,174.9,152.01,3,0,0,10,0
8463,2,2.31,230.0,151.51,2,0,0,14,0
8464,0,2.29,-33.6,150.42,0,0,1,10,0
8465,3,2.29,186.7,151.12,3,0,1,16,0
8466,3,2.31,288.1,153.29,3,0,0,12,0
8467,1,2.31,276.7,153.58,1,0,0,21,1
8468,0,2.3,-71.0,152.33,0,0,1,13,0
8469,0,2.29,209.5,152.26,0,0,0,10,0
8470,2,2.3,331.6,153.57,2,0,1,31,0
8471,0,2.29,-184.7,151.92,0,0,0,5,0
8472,0,2.27,-311.6,149.83,0,0,1,6,0
8473,3,2.28,280.6,150.36,3,0,0,14,0
8474,4,2.28,190.8,149.12,4,0,1,16,0
8475,0,2.27,174.6,149.38,0,0,0,16,0
8476,2,2.29,-4.1,149.44,2,0,1,4,0
8477,1,2.24,-51.2,146.42,1,0,1,12,0
8478,2,2.25,82.2,147.04,2,0,1,13,0
8479,0,2.25,210.8,148.5,0,0,1,21,0
8480,1,2.23,-72.7,146.68,1,0,1,5,0
8481,2,2.23,9.7,146.34,2,0,1,5,0
8482,1,2.23,142.6,146.21,1,0,0,10,0
8483,6,2.25,36.4,145.01,1,1,0,20,1
8484,3,2.25,155.5,143.75,3,0,1,23,0
8485,2,2.25,-122.0,141.4,2,0,1,13,0
8486,0,2.25,108.7,142.3,0,0,0,10,0
8487,1,2.24,-18.9,141.69,1,0,1,7,0
8488,1,2.23,353.6,142.65,1,0,0,24,0
8489,0,2.21,-133.3,141.76,0,1,1,5,0
8490,1,2.21,45.4,141.99,1,0,0,5,0
8491,4,2.21,265.8,142.93,4,0,1,14,0
8492,0,2.21,6.6,143.61,0,0,0,10,0
8493,3,2.21,-251.7,140.53,3,0,0,18,1
8494,3,2.19,282.1,140.56,3,0,0,20,0
8495,1,2.19,47.1,139.55,1,0,0,6,0
8496,1,2.19,28.3,140.06,1,0,1,17,0
8497,3,2.19,222.3,140.82,3,0,0,19,0
8498,1,2.18,-17.4,139.35,1,0,1,7,0
8499,2,2.18,155.1,139.72,2,0,0,13,0
8500,0,2.18,-98.7,139.5,0,0,1,7,0
8501,3,2.19,553.8,141.69,3,0,0,25,1
8502,2,2.19,61.3,141.6,2,0,0,8,0
8503,1,2.2,298.3,143.85,1,0,0,15,0
8504,0,2.19,92.1,143.66,0,0,0,17,0
8505,1,2.19,68.9,143.05,1,0,0,7,0
